customer_id,first_name,last_name,email,phone,date_of_birth,signup_date,city,state,zip_code,loyalty_tier,total_spend,num_orders,last_order_date,newsletter_opt_in,preferred_contact,notes
CUST-1058,Mark,Thompson,markthompson55@live.com ,(509) 403-7302,1993-05-08,2018-08-07,Rockville,MD,41091,Platinum,2863.89,37,2022-10-30,False,email,
CUST-1059,Kevin,Sanchez,kevinsanchez@live.com,  989 294 7297  ,2004-06-18,2022-07-01,Charlotte,Florida,56179,Silver,3186.72,40,2022-09-14,True,mail,
CUST-1060,  Michael ,Green,michael_green5@hotmail.com,(292) 502-6352,1987-04-12,2018-12-26,San Diego,CA,36318,Silver,3934.7,24,2023-06-28,False,email,
CUST-1061,Thomas,Walker,thomas.walker@hotmail.com,(437)418-2734,2000-01-01,2020-01-20,Warren,MI,21836,Platinum,79.45,35,2022-05-07,False,phone,
CUST-1062,Carol,Mitchell,,(891) 439-8724,1952-03-31,2021-06-22,Winston-Salem,NC,83584,Gold,4577.13,15,2023-10-26,True,mail,
CUST-1063,Sandra,Hall,,4832656605,1958-09-20,2019-04-26,Sterling Heights,MI,80457,Silver,1949.34,24,2023-11-18,False,mail,
CUST-1064,Melissa,Campbell,melissacampbell13@comcast.net,(486) 233-7070,1969-06-29,2020-06-27,Orlando,FL,123-45,Silver,4278.7,7,2023-12-04,False,mail,
CUST-1065,Michelle,Thompson,michelle_thompson@live.com,(293) 878-4475,2003-07-29,2023-06-12,Sacramento,il,12799,Bronze,3936.11,16,2022-05-09,True,email,
CUST-1066,Timothy,Scott,timothy.scott30@hotmail.com,(810) 202-5542,1962-12-25,2018-09-24,Reading,PA,80807,Gold,3994.58,8,2023-11-08,True,email,
CUST-1067,James,Thompson,james_thompson@icloud.com,(253) 329-7897,1997-03-13,2018-08-21,Savannah,GA,18330,Platinum,2246.89,24,2023-06-10,True,phone,
CUST-1068,Steven,Anderson,stevenanderson85@live.com,555-1234,1992-12-21,2022-10-02,Milwaukee,WI,62640,Platinum,3433.63,32,2023-12-31,False,email,
CUST-1069,Jennifer,Lee,jennifer.lee17@aol.com,(590) 811-9692,1976-06-16,2020-07-18,Madison,WI,76263,Platinum,504.9,45,2022-04-28,True,phone,
CUST-1070,Mark,Anderson,mark_anderson52@yahoo.com,1-583-710-5859,1972-11-13,2020-02-06,Mesa,AZ,30006,Platinum,345.0,6,2022-04-06,False,email,
CUST-1071,Melissa,Mitchell,not_an_email,(620) 562-7929,1954-08-13,2023-06-07,Norfolk,VA,47700,Gold,1764.71,37,2023-06-04,True,email,
CUST-1072,Kevin,Walker,kevin_walker72@yahoo.com,(980) 485-4705,1988-07-01,2022-09-27,Atlanta,GA,83526,Bronze,3048.88,43,2023-12-12,False,email,
CUST-1073,Elizabeth,Moore,elizabeth_moore@hotmail.com,(779) 873-7566,1956-03-30,2018-10-18,Warren,MI,92991,Bronze,467.87,34,2022-08-09,False,phone,
CUST-1074,Sandra,Perez,sandra_perez93@yahoo.com,(253) 359-3579,2005-06-06,2018-04-12,Naperville,IL,  ,Bronze,1367.79,43,2023-03-11,False,mail,
CUST-1075,Mark,Clark,markclark15@comcast.net,4604533644,1997-04-10,2021-09-28,Raleigh,NC,50425,Bronze,1110.39,39,2022-02-26,True,email,
CUST-1076,  Karen ,Wilson,karen_wilson@gmail.com,(709) 964-8055,1965-10-06,2018-09-22,Tampa,FL,59834,Silver,2506.31,43,2022-12-29,True,phone,
CUST-1077,Melissa,Williams,melissa_williams10@comcast.net,1-584-409-1621,1975-12-22,2018-08-24,Phoenix,AZ,63088,Bronze,4831.34,11,2023-09-25,False,mail,
CUST-1078,Nancy,Garcia,not_an_email,(605) 517-6562,1969-11-17,2019-11-14,Phoenix,AZ,32037,Bronze ,2557.31,8,2023-06-28,True,phone,
CUST-1079,Daniel,Campbell,daniel.campbell19@outlook.com,555-1234,1956-10-05,2018-12-29,Miami,FL,92306,Platinum,2325.13,37,2024-02-18,False,mail,
CUST-1080,Andrew,Adams,,(269) 680-8245,1977-03-02,2022-06-19,Green Bay,WI,46002,Bronze,1766.19,5,2022-11-14,False,phone,
CUST-1081,John,Brown,john.brown@comcast.net,(673) 794-1672,1990-05-07,2023-02-05,Chesapeake,VA,,Silver,1614.42,31,2023-05-29,True,email,
CUST-1082,Mark,Miller,markmiller@gmail.com,(453) 924-8172,1989-06-03,2020-12-09,Newark,NJ,78517,Silver,1825.85,19,2023-02-01,False,phone,
CUST-1083,Carol,Hill,carol.hill@comcast.net,398.981.8148,1979-11-28,2018-06-16,San Diego,CA,86380,Silver,4584.56,20,2023-11-03,False,email,
CUST-1084,Kenneth,Rivera,kennethrivera49@@hotmail.com,  938 402 5012  ,1958-05-21,2021-08-16,Austin,TX,97878,Platinum,2547.36,2,2023-01-07,False,email,
CUST-1085,Susan,Perez,susan.perez@yahoo.com,  281 500 2404  ,1998-06-05,2022-09-07,Memphis,TN,79013,Bronze,3313.03,50,2023-09-25,True,mail,
CUST-1086,Matthew,Martinez,matthewmartinez@livecom,(244) 620-6968,,2023-06-09,Aurora,IL,68222,Gold,3764.43,29,2022-08-28,True,phone,
CUST-1087,Donald,Gonzalez,donald_gonzalez60comcast.net,(714) 740-7859,19-06-1959,2022-07-31,Newport News,VA,36174,Silver,4366.28,4,2023-10-19,False,phone,
CUST-1088,  Kimberly ,Miller,kimberly_miller@icloud.com,1-806-762-4348,1989-04-01,2018-07-07,Indianapolis,IN,39102,Platinum,4424.3,2,2023-03-01,True,phone,
CUST-1089,Steven,White,steven.white@gmail.com,,1963-02-07,2018-10-09,Macon,GA,15020,Gold,4587.81,31,2023-12-14,True,mail,
CUST-1090,Donald,Lewis,donald.lewis3@@outlook.com,1-583-390-3200,1987-12-22,2018-08-16,Milwaukee,WI,47762,Silver,1512.74,4,2022-09-02,False,mail,
CUST-1242,Donna,Robinson,donna_robinson@outlook.com,(935) 347-5772,1988-07-05,2018-01-04,Houston,TX,,Gold,1210.42,27,2022-07-11,True,mail,
CUST-1092,Nancy,Jones,nancyjones@comcast.net,(681) 244-7338,1983-06-29,2019-06-04,Carmel,IN,12128,Gold,3944.71,23,2022-09-04,True,mail,
CUST-1093,Melissa,Carter,melissa.carter46@hotmail.com,(997) 901-8612,1992-12-06,2021-07-17,Jersey City,NJ,33891,,324.87,50,2023-04-14,True,phone,
CUST-1094,Richard,Williams,richard_williams40@live.com,(459) 237-4131,1975-09-02,2020-01-02,Philadelphia,PA,16265,Gold,1373.35,24,2023-03-24,False,mail,
CUST-1095,Mark,Harris,mark_harris89@aol.com,(731) 473-2353,1988-02-01,2018-06-11,Jersey City,NJ,66440,Silver,2731.92,21,2022-04-16,True,phone,
CUST-1096,Kevin,Jackson,kevinjackson92@hotmail.com,(906) 654-6759,1990-02-11,2018-03-28,Sterling Heights,MI,56210,Platinum,1380.03,4,2022-03-18,False,phone,
CUST-1097,Steven,Mitchell,steven.mitchell78@gmail.com,(329) 268-4866,1982-11-12,2020-01-12,Chicago,IL,60181,Bronze,3029.42,44,2023-04-06,False,phone,
CUST-1098,Mark,Carter,mark.carter68@comcast.net,(521) 865-5566,1972-05-24,2023-05-22,Fort Worth,TX,24869,Bronze,3681.02,32,2023-06-15,False,mail,
CUST-1099,Linda,Taylor,linda.taylor79@live.com,(404) 325-3223,1956-08-23,2020-07-14,Durham,NC,32630,Platinum,4986.34,44,2022-11-24,False,mail,
CUST-1100,Robert,Scott,robert_scott@aol.com,(720) 429-2988,1968-01-12,2022-06-11,Springfield,MO,28202,Silver,3953.96,2,2023-01-05,False,phone,
CUST-1101,Kimberly,Rodriguez,kimberly.rodriguez40@live.com,(738) 620-7708,2001-07-30,2018-06-01,Milwaukee,WI,26426,Gold,3215.27,29,2023-04-23,False,email,
CUST-1102,Deborah,Scott,deborah.scott@yahoo.com,(730) 356-5982,1964-10-09,2018-11-28,Frederick,MD,52291,Silver,1736.66,34,2022-10-18,True,phone,
CUST-1103,Richard,Green,richard.green81@yahoo.com,(714) 856-3762,2003-02-04,2023-04-13,Springfield,MO,86106,Silver,864.29,40,2024-01-08,False,mail,
CUST-1104,John,Johnson,johnjohnson99@outlook.com,(985) 785-7825,2005-06-15,2021-08-01,Houston,TX,13969,Platinum,4446.09,35,2022-10-24,False,phone,
CUST-1105,Jessica,,jessica_baker@hotmail.com,,1991-09-01,2019-02-22,Tacoma,WA,54589,Silver,1569.79,46,2022-11-23,False,phone,
CUST-1106,William,Carter,williamcarter14outlook.com,(677) 325-5382,1990-05-03,2019-05-23,Newport News,VA,28465,Bronze,262.52,25,2023-09-23,False,email,
CUST-1107,David,Lee,david.lee@live.com,(727) 678-9171,1977-09-06,2020-10-15,Rockville,MD,13037,Bronze ,4726.71,33,2023-04-14,0,email,
CUST-1108,Emily,Thompson,emily_thompson64@icloud.com,000-000-0000,1988-08-29,2018-10-02,Los Angeles,CA,44664,Gold,3821.65,24,2022-02-16,False,email,
CUST-1109,Andrew,Scott,andrewscott@comcast.net,(716) 661-5582,2005-11-30,2021-10-25,Allentown,PA,90090,Bronze,652.03,7,2023-02-08,False,phone,
CUST-1110,Kimberly,White,kimberlywhite66gmail.com,(246) 239-3245,1979-11-18,2022-07-05,Miami,FL,72094,Platinum,753.21,33,2022-05-24,False,mail,
CUST-1111,Christopher,Hernandez,,(925) 776-5911,1992-08-09,2022-07-29,Bellevue,WA,12180,Gold,1662.89,8,2023-03-03,False,mail,
CUST-1112,Brian,Green,brian_green@gmail.com,,1899-01-01,2021-07-12,Akron,OH,91230,Platinum,747.4,44,2022-09-06,True,mail,
CUST-1113,Brian,Davis,brian_davis41@hotmail.com,(622) 907-4340,1986-10-26,2020-10-24,Philadelphia,PA,90147,Platinum,4365.36,48,2024-01-15,True,mail,
CUST-1114,William,King,william_king85@comcast.net,(521) 377-8531,1997-10-30,2019-12-03,Reading,Florida,81601,Gold,3382.58,47,2023-11-29,False,mail,
CUST-1115,Donald,Gonzalez,donaldgonzalez@icloud.com,(989) 495-4396,1993-11-14,2019-10-12,Columbus,GA,72888,Gold,2806.83,47,2022-10-08,False,email,
CUST-1116,Andrew,Baker,andrew_baker@icloud.com,(243) 494-2294,1981-01-27,2023-03-08,Columbia,MO,67983,Gold,3739.22,14,2022-07-26,False,mail,
CUST-1117,Brian,Moore,brianmoore@outlook.com,1-950-539-6615,1970-03-31,2021-07-30,Jacksonville,FL,40518,Bronze,509.99,22,2024-01-05,False,email,
CUST-1118,Carol,Roberts,carolroberts21@live.com,(688) 866-4267,1975-10-09,2019-10-20,Jacksonville,FL,47409,Bronze,4540.61,6,2023-10-30,True,mail,
CUST-1119,Melissa,Campbell,melissa_campbell@comcast.net,(707) 390-5742,,2018-01-19,San Francisco,CA,49110,Bronze,4642.99,22,2022-10-19,False,mail,
CUST-1120,Paul,King,paulking60@outlook.com,(315) 538-3662,1991-03-04,2021-08-20,Memphis,TN,43720,Silver,80.28,22,2022-10-30,True,email,
CUST-1121,Donna,Green,donnagreen@comcast.net,(885) 297-4027,1962-08-13,2020-09-04,Vancouver,WA,52415,Silver,44.08,25,2022-08-30,False,phone,
CUST-1122,Lisa,Martin,lisa.martin34@outlook.com,(263) 883-2936,1991-10-03,2019-09-21,Bowie,MD,30934,Platinum,3433.51,46,2024-02-28,False,,
CUST-1123,  Linda ,Green,lindagreen@hotmail.com,(689) 356-8454,2004-05-05,2020-02-05,Warren,MI,64505,Platinum,3789.18,43,2022-08-12,True,mail,
CUST-1124,Timothy,Hill,timothy_hill68@yahoo.com,(777) 314-2011,13/45/1987,2023-01-24,Fort Worth,TX,76255,Silver,2867.78,10,2022-06-18,False,mail,
CUST-1125,  Mark ,Davis,mark_davis12@gmail.com,(664) 335-9409,1987-04-09,2020-07-24,Reading,PA,83912,Bronze,2798.4,44,2022-11-12,True,phone,
CUST-1126,Thomas,Smith,thomas.smith6@aol.com,(917) 265-9866,1955-05-29,2023-03-30,Reading,PA,,Platinum,168.36,27,2022-07-04,True,mail,
CUST-1127,George,Adams,george_adams58@comcast.net,(282) 899-9835,1961-12-06,2021-08-31,Mesa,AZ,55582,Bronze,900.58,35,2023-02-07,True,mail,
CUST-1128,Joseph,Smith,joseph_smith87@comcast.net,(435) 453-8546,1981-01-20,2018-11-14,Cincinnati,OH,46129,Silver,4687.68,47,2024-02-23,True,email,
CUST-1129,Kevin,Clark,kevin.clark@yahoo.com,(808) 234-8314,2003-08-19,2021-10-08,Milwaukee,WI,16380,Silver,3705.3,26,2023-03-26,True,mail,
CUST-1130,Susan,Carter,susancarter@aol.com,(791) 812-6253,1971-04-03,2019-09-11,San Francisco,CA,28777,Silver,2073.67,18,2022-03-04,True,mail,
CUST-1131,Carol,Ramirez,carol.ramirez45@aol.com,(913) 626-7688,1963-05-22,2019-09-07,Columbia,MO,59343,Silver,3774.54,31,2022-09-04,True,phone,
CUST-1132,Amanda,Martinez,amandamartinez53@hotmail.com,(597) 448-5177,1968-03-29,2019-11-08,Boston,MA,94765,Bronze,4611.91,24,2022-04-05,True,email,
CUST-1133,Sarah,Harris,sarah.harris@outlook.com,(690) 413-6455,1977-03-14,2023-05-14,Racine,WI,12009,Silver,4686.43,48,2022-05-01,False,email,
CUST-1134,Brian,Hill,brian.hill71@icloud.com,(589) 677-9743,1982-03-26,2019-09-24,Erie,PA,44283,Gold,2568.95,32,2023-04-23,True,mail,
CUST-1135,Donald,Carter,donald_carter41@gmail.com,(776) 426-3390,1951-06-16,2019-06-19,Jersey City,NJ,82523,Platinum,1483.01,13,2022-12-04,True,phone,
CUST-1136,Andrew,Thomas,andrewthomas88@icloud.com,(981) 700-9037,1991-05-06,2018-12-11,Clarksville,TN,56160,Silver,708.39,35,2023-05-16,True,mail,
CUST-1137,Michelle,Brown,michelle.brown@gmail.com,(622) 340-4791,1956-02-06,2021-12-19,Indianapolis,IN,29795,Bronze,1101.41,30,2023-01-18,True,mail,
CUST-1138,Joshua,Nelson,joshuanelson@gmail.com,(744) 764-7739,1951-01-24,2018-02-04,Kenosha,WI,79391,Gold,2683.33,19,2022-01-18,False,email,
CUST-1139,Michael,Miller,michael.miller25@aol.com,(473) 606-2294,1983-06-21,2023-05-19,Fort Wayne,IN,63218,Platinum,2829.36,45,2022-08-20,False,mail,
CUST-1140,Jennifer,Adams,,(257) 852-1154,1965-05-17,2018-06-19,Los Angeles,CA,75517,Bronze ,3228.09,22,2023-08-03,True,mail,
CUST-1141,John,,john_anderson@yahoo.com,(900) 487-9897,2000-07-22,2021-09-09,Reading,PA,14312,Silver,4644.54,21,2022-01-17,True,mail,
CUST-1142,Barbara,Carter,barbara_carter@comcast.net,(893) 753-6435,1984-06-08,2022-03-28,Seattle,WA,28343,Bronze,2508.96,23,2022-02-24,True,phone,
CUST-1143,Joseph,Jones,josephjones77@aol.com,(230) 849-5478,1990-06-03,2020-10-01,Edison,NJ,39902,Gold,2769.66,25,2023-03-19,True,mail,
CUST-1144,Emily,Nelson,emilynelson@yahoo.com,(284) 474-3526,1984-02-03,2021-12-28,Seattle,WA,93086,Silver,0,21,2023-01-05,True,email,
CUST-1145,James,Martin,james_martin@yahoo.com,(391) 641-8353,1999-12-21,2021-02-10,Springfield,MA,77166,Platinum,525.43,6,2022-12-29,True,mail,
CUST-1146,Kenneth,Lee,kenneth_lee53@yahoo.com,(942) 772-4977,2001-04-24,2020-12-03,Seattle,WA,32227,Platinum,855.81,18,2022-11-05,False,phone,
CUST-1147,Barbara,Jones,barbara_jones54@live.com,(278) 569-5123,1972-02-15,2022-01-16,Joliet,IL,91924,,2973.09,13,2023-04-14,True,email,
CUST-1148,Karen,Smith,karensmith49@live.com,(542) 640-3230,1976-12-14,2019-10-19,Tacoma,WA,89064,Silver,2400.26,12,2023-02-12,False,phone,
CUST-1149,Melissa,Hall,,(602) 573-2865,2000-08-02,2019-02-14,Clarksville,TN,87624,Silver,3411.75,36,2022-01-28,1,mail,
CUST-1150,Susan,Lewis,susan_lewis87@hotmail.com,(848) 510-4965,13/45/1987,2021-09-10,Detroit,MI,30203,Platinum,3947.49,5,2023-04-05,False,mail,
CUST-1151,Betty,Wright,bettywright5@yahoo.com,(311) 987-5067,1981-11-06,2018-12-07,South Bend,IN,94803,Bronze,2820.47,42,2023-11-25,False,phone,
CUST-1152,Margaret,Miller,margaret_miller@live.com,(583) 600-8586,2002-10-21,2021-11-15,Columbus,OH,75597,Silver,1731.39,2,2023-05-10,True,phone,
CUST-1153,Anthony,Garcia,anthony_garcia40@live.com,(411) 733-8912,1981-04-01,2020-09-02,Buffalo,NY,22795,Platinum,0,29,2022-11-23,True,phone,
CUST-1154,  John ,Rivera,john_rivera@hotmail.com,(958) 449-9454,1965-08-26,2021-02-04,New York,NY,30989,Gold,2803.65,30,2022-08-26,False,mail,
CUST-1155,Elizabeth,Lopez,elizabeth.lopez@live.com,(806) 639-7370,1950-05-26,2021-12-14,Chandler,AZ,38153,Silver,1398.94,46,2022-03-06,True,mail,
CUST-1156,Elizabeth,White,elizabeth_white15@live.com,(740) 854-6134,2003-07-23,2020-03-06,Jersey City,NJ,90125,Platinum,2939.15,23,2022-12-27,False,mail,
CUST-1157,Elizabeth,Baker,elizabethbaker@aol.com,(320) 444-6003,1960-06-29,2019-01-10,Ann Arbor,MI,58929,Silver,2559.02,27,2023-09-03,True,mail,
CUST-1158,Matthew,Ramirez,matthewramirez@hotmail.com,(701) 495-3298,1966-10-14,2019-10-07,Joliet,,69113,platinum,4328.96,1,2023-05-12,True,email,
CUST-1159,Matthew,Scott,matthew_scott88@comcast.net,(927) 654-9006,1965-01-02,2018-06-19,South Bend,ohio,84107,Bronze,3981.45,15,2022-10-27,True,phone,
CUST-1160,Joseph,Wright,joseph_wright73@yahoo.com,(786) 316-5389,1998-09-22,2022-08-14,Grand Rapids,MI,58085,Bronze,3802.42,29,2023-07-14,True,phone,
